"Regiao";"UF";"Ano";"Transferência";"Valor Consolidado"
"Nordeste";"CE";"2024";"FUNDEB - ITCMD";"R$6.069.986,61"
"Nordeste";"CE";"2024";"FUNDEB - ITR";"R$183.727,93"
"Nordeste";"CE";"2025";"FUNDEB - COUN VAAF";"R$1.090.342.276,09"
"Nordeste";"CE";"2025";"FUNDEB - FPE";"R$716.563.910,72"
"Nordeste";"CE";"2025";"FUNDEB - FPM";"R$523.724.335,71"
"Nordeste";"CE";"2025";"FUNDEB - FUNDEB - FTI";"R$36.158.967,23"
"Nordeste";"CE";"2025";"FUNDEB - ICMS";"R$1.066.384.996,04"
"Nordeste";"CE";"2025";"FUNDEB - IPI-EXP";"R$2.341.304,36"
"Nordeste";"CE";"2025";"FUNDEB - IPVA";"R$106.123.339,88"
"Nordeste";"CE";"2025";"FUNDEB - ITCMD";"R$11.506.434,73"
"Nordeste";"CE";"2025";"FUNDEB - ITR";"R$199.735,58"
"Nordeste";"CE";"2026";"FUNDEB - COUN VAAF";"R$547.782.292,89"
"Nordeste";"CE";"2026";"FUNDEB - COUN VAAR";"R$0,00"
"Nordeste";"CE";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Nordeste";"CE";"2026";"FUNDEB - FPE";"R$524.816.926,70"
"Nordeste";"CE";"2026";"FUNDEB - FPM";"R$379.754.930,77"
"Nordeste";"CE";"2026";"FUNDEB - FUNDEB - FTI";"R$6.380.994,22"
"Nordeste";"CE";"2026";"FUNDEB - ICMS";"R$714.128.866,33"
"Nordeste";"CE";"2026";"FUNDEB - IPI-EXP";"R$1.992.074,98"
"Nordeste";"CE";"2026";"FUNDEB - IPVA";"R$111.456.236,63"
"Nordeste";"CE";"2026";"FUNDEB - ITCMD";"R$5.973.703,96"
"Nordeste";"CE";"2026";"FUNDEB - ITR";"R$34.195,08"
"Nordeste";"MA";"2016";"FUNDEB - COUN";"R$681.594.515,61"
"Nordeste";"MA";"2016";"FUNDEB - FPE";"R$264.852.018,27"
"Nordeste";"MA";"2016";"FUNDEB - FPM";"R$159.885.514,06"
"Nordeste";"MA";"2016";"FUNDEB - ICMS";"R$238.623.112,94"
"Nordeste";"MA";"2016";"FUNDEB - IPI-EXP";"R$2.330.481,72"
"Nordeste";"MA";"2016";"FUNDEB - IPVA";"R$16.194.413,81"
"Nordeste";"MA";"2016";"FUNDEB - ITCMD";"R$506.284,20"
"Nordeste";"MA";"2016";"FUNDEB - ITR";"R$211.475,06"
"Nordeste";"MA";"2016";"FUNDEB - LC 87";"R$1.379.191,80"
"Nordeste";"MA";"2017";"FUNDEB - COUN";"R$588.898.424,13"
"Nordeste";"MA";"2017";"FUNDEB - FPE";"R$262.432.928,55"
"Nordeste";"MA";"2017";"FUNDEB - FPM";"R$158.519.921,88"
"Nordeste";"MA";"2017";"FUNDEB - ICMS";"R$263.324.511,55"
"Nordeste";"MA";"2017";"FUNDEB - IPI-EXP";"R$2.850.563,90"
"Nordeste";"MA";"2017";"FUNDEB - IPVA";"R$17.892.818,08"
"Nordeste";"MA";"2017";"FUNDEB - ITCMD";"R$620.797,03"
"Nordeste";"MA";"2017";"FUNDEB - ITR";"R$288.762,81"
"Nordeste";"MA";"2017";"FUNDEB - LC 87";"R$1.431.401,88"
"Nordeste";"MA";"2018";"FUNDEB - COUN";"R$647.151.832,28"
"Nordeste";"MA";"2018";"FUNDEB - FPE";"R$268.338.784,39"
"Nordeste";"MA";"2018";"FUNDEB - FPM";"R$164.658.017,20"
"Nordeste";"MA";"2018";"FUNDEB - ICMS";"R$279.825.030,61"
"Nordeste";"MA";"2018";"FUNDEB - IPI-EXP";"R$2.689.279,60"
"Nordeste";"MA";"2018";"FUNDEB - IPVA";"R$17.233.365,04"
"Nordeste";"MA";"2018";"FUNDEB - ITCMD";"R$699.013,81"
"Nordeste";"MA";"2018";"FUNDEB - ITR";"R$281.395,12"
"Nordeste";"MA";"2018";"FUNDEB - LC 87";"R$1.342.407,10"
"Nordeste";"MA";"2019";"FUNDEB - COUN";"R$718.585.783,07"
"Nordeste";"MA";"2019";"FUNDEB - FPE";"R$286.399.246,19"
"Nordeste";"MA";"2019";"FUNDEB - FPM";"R$175.613.511,92"
"Nordeste";"MA";"2019";"FUNDEB - ICMS";"R$296.769.183,58"
"Nordeste";"MA";"2019";"FUNDEB - IPI-EXP";"R$3.281.559,81"
"Nordeste";"MA";"2019";"FUNDEB - IPVA";"R$19.045.987,75"
"Nordeste";"MA";"2019";"FUNDEB - ITCMD";"R$762.537,45"
"Nordeste";"MA";"2019";"FUNDEB - ITR";"R$264.276,78"
"Nordeste";"MA";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"MA";"2020";"FUNDEB - COUN";"R$674.414.090,69"
"Nordeste";"MA";"2020";"FUNDEB - FPE";"R$259.381.000,82"
"Nordeste";"MA";"2020";"FUNDEB - FPM";"R$158.392.402,52"
"Nordeste";"MA";"2020";"FUNDEB - ICMS";"R$287.928.579,92"
"Nordeste";"MA";"2020";"FUNDEB - IPI-EXP";"R$3.038.810,70"
"Nordeste";"MA";"2020";"FUNDEB - IPVA";"R$17.965.281,44"
"Nordeste";"MA";"2020";"FUNDEB - ITCMD";"R$884.662,47"
"Nordeste";"MA";"2020";"FUNDEB - ITR";"R$272.132,82"
"Nordeste";"MA";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"MA";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"MA";"2021";"FUNDEB - COUN VAAF";"R$683.729.187,09"
"Nordeste";"MA";"2021";"FUNDEB - FPE";"R$358.958.233,64"
"Nordeste";"MA";"2021";"FUNDEB - FPM";"R$220.433.579,12"
"Nordeste";"MA";"2021";"FUNDEB - ICMS";"R$395.964.368,16"
"Nordeste";"MA";"2021";"FUNDEB - IPI-EXP";"R$3.802.363,49"
"Nordeste";"MA";"2021";"FUNDEB - IPVA";"R$20.014.738,12"
"Nordeste";"MA";"2021";"FUNDEB - ITCMD";"R$3.719.539,41"
"Nordeste";"MA";"2021";"FUNDEB - ITR";"R$351.232,96"
"Nordeste";"MA";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"MA";"2022";"FUNDEB - AFE";"R$485.984,05"
"Nordeste";"MA";"2022";"FUNDEB - COUN VAAF";"R$778.056.273,84"
"Nordeste";"MA";"2022";"FUNDEB - FPE";"R$432.424.747,41"
"Nordeste";"MA";"2022";"FUNDEB - FPM";"R$269.479.569,23"
"Nordeste";"MA";"2022";"FUNDEB - ICMS";"R$450.557.560,88"
"Nordeste";"MA";"2022";"FUNDEB - IPI-EXP";"R$3.271.617,11"
"Nordeste";"MA";"2022";"FUNDEB - IPVA";"R$26.958.648,51"
"Nordeste";"MA";"2022";"FUNDEB - ITCMD";"R$2.219.941,89"
"Nordeste";"MA";"2022";"FUNDEB - ITR";"R$536.386,61"
"Nordeste";"MA";"2023";"FUNDEB - COUN VAAF";"R$764.801.046,53"
"Nordeste";"MA";"2023";"FUNDEB - FPE";"R$449.031.051,66"
"Nordeste";"MA";"2023";"FUNDEB - FPM";"R$278.871.695,42"
"Nordeste";"MA";"2023";"FUNDEB - ICMS";"R$419.906.296,75"
"Nordeste";"MA";"2023";"FUNDEB - IPI-EXP";"R$2.855.961,40"
"Nordeste";"MA";"2023";"FUNDEB - IPVA";"R$35.551.626,15"
"Nordeste";"MA";"2023";"FUNDEB - ITCMD";"R$2.452.475,94"
"Nordeste";"MA";"2023";"FUNDEB - ITR";"R$644.911,90"
"Nordeste";"MA";"2024";"FUNDEB - COUN VAAF";"R$846.615.812,49"
"Nordeste";"MA";"2024";"FUNDEB - FPE";"R$519.284.396,88"
"Nordeste";"MA";"2024";"FUNDEB - FPM";"R$323.486.075,49"
"Nordeste";"MA";"2024";"FUNDEB - ICMS";"R$551.167.508,84"
"Nordeste";"MA";"2024";"FUNDEB - IPI-EXP";"R$3.703.889,75"
"Nordeste";"MA";"2024";"FUNDEB - IPVA";"R$39.262.762,16"
"Nordeste";"MA";"2024";"FUNDEB - ITCMD";"R$2.503.496,54"
"Nordeste";"MA";"2024";"FUNDEB - ITR";"R$790.420,60"
"Nordeste";"MA";"2025";"FUNDEB - COUN VAAF";"R$1.054.787.883,14"
"Nordeste";"MA";"2025";"FUNDEB - COUN VAAR";"R$8.826.470,47"
"Nordeste";"MA";"2025";"FUNDEB - COUN VAAT";"R$107.758.938,55"
"Nordeste";"MA";"2025";"FUNDEB - FPE";"R$620.092.273,96"
"Nordeste";"MA";"2025";"FUNDEB - FPM";"R$386.648.548,30"
"Nordeste";"MA";"2025";"FUNDEB - FUNDEB - FTI";"R$52.828.284,70"
"Nordeste";"MA";"2025";"FUNDEB - ICMS";"R$700.867.850,59"
"Nordeste";"MA";"2025";"FUNDEB - IPI-EXP";"R$4.592.134,38"
"Nordeste";"MA";"2025";"FUNDEB - IPVA";"R$47.423.133,62"
"Nordeste";"MA";"2025";"FUNDEB - ITCMD";"R$4.220.985,12"
"Nordeste";"MA";"2025";"FUNDEB - ITR";"R$1.162.908,81"
"Nordeste";"MA";"2026";"FUNDEB - COUN VAAF";"R$522.999.637,42"
"Nordeste";"MA";"2026";"FUNDEB - COUN VAAR";"R$123.950.217,16"
"Nordeste";"MA";"2026";"FUNDEB - COUN VAAT";"R$191.735.968,03"
"Nordeste";"MA";"2026";"FUNDEB - FPE";"R$468.564.151,81"
"Nordeste";"MA";"2026";"FUNDEB - FPM";"R$293.935.615,35"
"Nordeste";"MA";"2026";"FUNDEB - FUNDEB - FTI";"R$9.322.638,48"
"Nordeste";"MA";"2026";"FUNDEB - ICMS";"R$534.053.324,32"
"Nordeste";"MA";"2026";"FUNDEB - IPI-EXP";"R$3.994.951,14"
"Nordeste";"MA";"2026";"FUNDEB - IPVA";"R$44.753.633,36"
"Nordeste";"MA";"2026";"FUNDEB - ITCMD";"R$3.486.506,71"
"Nordeste";"MA";"2026";"FUNDEB - ITR";"R$166.647,80"
"Nordeste";"PB";"2016";"FUNDEB - COUN";"R$109.679.943,62"
"Nordeste";"PB";"2016";"FUNDEB - FPE";"R$299.991.456,66"
"Nordeste";"PB";"2016";"FUNDEB - FPM";"R$213.418.698,40"
"Nordeste";"PB";"2016";"FUNDEB - ICMS";"R$335.911.966,12"
"Nordeste";"PB";"2016";"FUNDEB - IPI-EXP";"R$322.811,95"
"Nordeste";"PB";"2016";"FUNDEB - IPVA";"R$21.926.452,66"
"Nordeste";"PB";"2016";"FUNDEB - ITCMD";"R$2.126.496,71"
"Nordeste";"PB";"2016";"FUNDEB - ITR";"R$98.392,30"
"Nordeste";"PB";"2016";"FUNDEB - LC 87";"R$404.958,72"
"Nordeste";"PB";"2017";"FUNDEB - COUN";"R$61.954.611,13"
"Nordeste";"PB";"2017";"FUNDEB - FPE";"R$303.043.290,18"
"Nordeste";"PB";"2017";"FUNDEB - FPM";"R$208.990.896,62"
"Nordeste";"PB";"2017";"FUNDEB - ICMS";"R$383.368.406,95"
"Nordeste";"PB";"2017";"FUNDEB - IPI-EXP";"R$378.575,83"
"Nordeste";"PB";"2017";"FUNDEB - IPVA";"R$24.355.793,98"
"Nordeste";"PB";"2017";"FUNDEB - ITCMD";"R$2.213.838,24"
"Nordeste";"PB";"2017";"FUNDEB - ITR";"R$108.418,79"
"Nordeste";"PB";"2017";"FUNDEB - LC 87";"R$427.738,38"
"Nordeste";"PB";"2018";"FUNDEB - COUN";"R$65.886.835,39"
"Nordeste";"PB";"2018";"FUNDEB - FPE";"R$307.793.374,77"
"Nordeste";"PB";"2018";"FUNDEB - FPM";"R$212.578.213,88"
"Nordeste";"PB";"2018";"FUNDEB - ICMS";"R$389.833.521,29"
"Nordeste";"PB";"2018";"FUNDEB - IPI-EXP";"R$345.374,27"
"Nordeste";"PB";"2018";"FUNDEB - IPVA";"R$25.639.485,27"
"Nordeste";"PB";"2018";"FUNDEB - ITCMD";"R$2.684.581,07"
"Nordeste";"PB";"2018";"FUNDEB - ITR";"R$108.892,26"
"Nordeste";"PB";"2018";"FUNDEB - LC 87";"R$397.281,60"
"Nordeste";"PB";"2019";"FUNDEB - COUN";"R$91.570.090,57"
"Nordeste";"PB";"2019";"FUNDEB - FPE";"R$321.912.499,78"
"Nordeste";"PB";"2019";"FUNDEB - FPM";"R$224.240.562,39"
"Nordeste";"PB";"2019";"FUNDEB - ICMS";"R$406.999.919,38"
"Nordeste";"PB";"2019";"FUNDEB - IPI-EXP";"R$280.102,09"
"Nordeste";"PB";"2019";"FUNDEB - IPVA";"R$27.599.888,91"
"Nordeste";"PB";"2019";"FUNDEB - ITCMD";"R$3.443.360,67"
"Nordeste";"PB";"2019";"FUNDEB - ITR";"R$94.062,91"
"Nordeste";"PB";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PB";"2020";"FUNDEB - COUN";"R$57.261.142,51"
"Nordeste";"PB";"2020";"FUNDEB - FPE";"R$287.267.087,26"
"Nordeste";"PB";"2020";"FUNDEB - FPM";"R$198.385.677,55"
"Nordeste";"PB";"2020";"FUNDEB - ICMS";"R$386.874.622,64"
"Nordeste";"PB";"2020";"FUNDEB - IPI-EXP";"R$253.745,81"
"Nordeste";"PB";"2020";"FUNDEB - IPVA";"R$27.441.700,48"
"Nordeste";"PB";"2020";"FUNDEB - ITCMD";"R$2.595.618,38"
"Nordeste";"PB";"2020";"FUNDEB - ITR";"R$88.181,50"
"Nordeste";"PB";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PB";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"PB";"2021";"FUNDEB - COUN VAAF";"R$106.084.708,96"
"Nordeste";"PB";"2021";"FUNDEB - FPE";"R$400.340.213,01"
"Nordeste";"PB";"2021";"FUNDEB - FPM";"R$279.026.226,34"
"Nordeste";"PB";"2021";"FUNDEB - ICMS";"R$506.299.978,44"
"Nordeste";"PB";"2021";"FUNDEB - IPI-EXP";"R$359.900,98"
"Nordeste";"PB";"2021";"FUNDEB - IPVA";"R$31.809.219,17"
"Nordeste";"PB";"2021";"FUNDEB - ITCMD";"R$4.597.754,95"
"Nordeste";"PB";"2021";"FUNDEB - ITR";"R$102.484,65"
"Nordeste";"PB";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PB";"2022";"FUNDEB - AFE";"R$2.137.204,50"
"Nordeste";"PB";"2022";"FUNDEB - COUN VAAF";"R$174.980.146,03"
"Nordeste";"PB";"2022";"FUNDEB - FPE";"R$507.848.785,94"
"Nordeste";"PB";"2022";"FUNDEB - FPM";"R$354.178.408,92"
"Nordeste";"PB";"2022";"FUNDEB - ICMS";"R$524.440.393,10"
"Nordeste";"PB";"2022";"FUNDEB - IPI-EXP";"R$327.033,58"
"Nordeste";"PB";"2022";"FUNDEB - IPVA";"R$40.979.326,90"
"Nordeste";"PB";"2022";"FUNDEB - ITCMD";"R$5.259.906,77"
"Nordeste";"PB";"2022";"FUNDEB - ITR";"R$141.263,00"
"Nordeste";"PB";"2023";"FUNDEB - COUN VAAF";"R$160.273.987,29"
"Nordeste";"PB";"2023";"FUNDEB - COUN VAAR";"R$12.240.699,47"
"Nordeste";"PB";"2023";"FUNDEB - FPE";"R$499.702.819,84"
"Nordeste";"PB";"2023";"FUNDEB - FPM";"R$352.136.686,18"
"Nordeste";"PB";"2023";"FUNDEB - ICMS";"R$561.033.763,09"
"Nordeste";"PB";"2023";"FUNDEB - IPI-EXP";"R$248.656,72"
"Nordeste";"PB";"2023";"FUNDEB - IPVA";"R$45.622.322,27"
"Nordeste";"PB";"2023";"FUNDEB - ITCMD";"R$10.809.345,23"
"Nordeste";"PB";"2023";"FUNDEB - ITR";"R$139.406,12"
"Nordeste";"PB";"2024";"FUNDEB - COUN VAAF";"R$105.520.855,69"
"Nordeste";"PB";"2024";"FUNDEB - COUN VAAR";"R$22.623.903,71"
"Nordeste";"PB";"2024";"FUNDEB - FPE";"R$528.564.150,67"
"Nordeste";"PB";"2024";"FUNDEB - FPM";"R$386.972.658,74"
"Nordeste";"PB";"2024";"FUNDEB - ICMS";"R$585.053.566,92"
"Nordeste";"PB";"2024";"FUNDEB - IPI-EXP";"R$367.523,57"
"Nordeste";"PB";"2024";"FUNDEB - IPVA";"R$45.302.217,44"
"Nordeste";"PB";"2024";"FUNDEB - ITCMD";"R$3.357.240,55"
"Nordeste";"PB";"2024";"FUNDEB - ITR";"R$136.908,34"
"Nordeste";"PB";"2025";"FUNDEB - COUN VAAF";"R$132.510.989,22"
"Nordeste";"PB";"2025";"FUNDEB - COUN VAAR";"R$3.584.750,34"
"Nordeste";"PB";"2025";"FUNDEB - FPE";"R$580.598.123,12"
"Nordeste";"PB";"2025";"FUNDEB - FPM";"R$427.612.737,55"
"Nordeste";"PB";"2025";"FUNDEB - FUNDEB - FTI";"R$312.324,26"
"Nordeste";"PB";"2025";"FUNDEB - ICMS";"R$642.487.627,29"
"Nordeste";"PB";"2025";"FUNDEB - IPI-EXP";"R$217.802,40"
"Nordeste";"PB";"2025";"FUNDEB - IPVA";"R$47.969.096,29"
"Nordeste";"PB";"2025";"FUNDEB - ITCMD";"R$4.158.273,73"
"Nordeste";"PB";"2025";"FUNDEB - ITR";"R$139.708,83"
"Nordeste";"PB";"2026";"FUNDEB - COUN VAAF";"R$48.936.219,28"
"Nordeste";"PB";"2026";"FUNDEB - COUN VAAR";"R$0,00"
"Nordeste";"PB";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Nordeste";"PB";"2026";"FUNDEB - FPE";"R$400.209.455,03"
"Nordeste";"PB";"2026";"FUNDEB - FPM";"R$291.797.477,54"
"Nordeste";"PB";"2026";"FUNDEB - FUNDEB - FTI";"R$55.116,05"
"Nordeste";"PB";"2026";"FUNDEB - ICMS";"R$416.215.953,13"
"Nordeste";"PB";"2026";"FUNDEB - IPI-EXP";"R$123.586,27"
"Nordeste";"PB";"2026";"FUNDEB - IPVA";"R$36.644.110,50"
"Nordeste";"PB";"2026";"FUNDEB - ITCMD";"R$3.290.825,79"
"Nordeste";"PB";"2026";"FUNDEB - ITR";"R$37.727,12"
"Nordeste";"PE";"2016";"FUNDEB - COUN";"R$282.259.603,73"
"Nordeste";"PE";"2016";"FUNDEB - FPE";"R$419.943.016,59"
"Nordeste";"PE";"2016";"FUNDEB - FPM";"R$319.245.607,56"
"Nordeste";"PE";"2016";"FUNDEB - ICMS";"R$950.576.613,87"
"Nordeste";"PE";"2016";"FUNDEB - IPI-EXP";"R$1.568.596,99"
"Nordeste";"PE";"2016";"FUNDEB - IPVA";"R$74.344.478,85"
"Nordeste";"PE";"2016";"FUNDEB - ITCMD";"R$8.377.094,51"
"Nordeste";"PE";"2016";"FUNDEB - ITR";"R$199.385,67"
"Nordeste";"PE";"2016";"FUNDEB - LC 87";"R$2.057.690,24"
"Nordeste";"PE";"2017";"FUNDEB - COUN";"R$244.639.722,90"
"Nordeste";"PE";"2017";"FUNDEB - FPE";"R$406.199.573,72"
"Nordeste";"PE";"2017";"FUNDEB - FPM";"R$305.100.365,54"
"Nordeste";"PE";"2017";"FUNDEB - ICMS";"R$1.006.653.392,03"
"Nordeste";"PE";"2017";"FUNDEB - IPI-EXP";"R$3.645.647,93"
"Nordeste";"PE";"2017";"FUNDEB - IPVA";"R$74.616.864,95"
"Nordeste";"PE";"2017";"FUNDEB - ITCMD";"R$8.421.621,01"
"Nordeste";"PE";"2017";"FUNDEB - ITR";"R$335.731,78"
"Nordeste";"PE";"2017";"FUNDEB - LC 87";"R$2.059.062,12"
"Nordeste";"PE";"2018";"FUNDEB - COUN";"R$226.238.326,97"
"Nordeste";"PE";"2018";"FUNDEB - FPE";"R$418.285.708,45"
"Nordeste";"PE";"2018";"FUNDEB - FPM";"R$314.835.118,20"
"Nordeste";"PE";"2018";"FUNDEB - ICMS";"R$1.031.101.521,96"
"Nordeste";"PE";"2018";"FUNDEB - IPI-EXP";"R$5.362.484,10"
"Nordeste";"PE";"2018";"FUNDEB - IPVA";"R$81.366.087,62"
"Nordeste";"PE";"2018";"FUNDEB - ITCMD";"R$8.468.823,87"
"Nordeste";"PE";"2018";"FUNDEB - ITR";"R$236.399,10"
"Nordeste";"PE";"2018";"FUNDEB - LC 87";"R$1.940.268,60"
"Nordeste";"PE";"2019";"FUNDEB - COUN";"R$242.357.436,11"
"Nordeste";"PE";"2019";"FUNDEB - FPE";"R$453.297.159,14"
"Nordeste";"PE";"2019";"FUNDEB - FPM";"R$340.412.568,98"
"Nordeste";"PE";"2019";"FUNDEB - ICMS";"R$1.134.624.672,89"
"Nordeste";"PE";"2019";"FUNDEB - IPI-EXP";"R$5.680.381,49"
"Nordeste";"PE";"2019";"FUNDEB - IPVA";"R$87.141.257,38"
"Nordeste";"PE";"2019";"FUNDEB - ITCMD";"R$7.034.402,22"
"Nordeste";"PE";"2019";"FUNDEB - ITR";"R$188.539,45"
"Nordeste";"PE";"2019";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PE";"2020";"FUNDEB - COUN";"R$179.028.848,63"
"Nordeste";"PE";"2020";"FUNDEB - FPE";"R$429.323.957,55"
"Nordeste";"PE";"2020";"FUNDEB - FPM";"R$315.771.467,55"
"Nordeste";"PE";"2020";"FUNDEB - ICMS";"R$1.142.839.612,09"
"Nordeste";"PE";"2020";"FUNDEB - IPI-EXP";"R$3.646.906,22"
"Nordeste";"PE";"2020";"FUNDEB - IPVA";"R$89.142.049,90"
"Nordeste";"PE";"2020";"FUNDEB - ITCMD";"R$13.020.713,58"
"Nordeste";"PE";"2020";"FUNDEB - ITR";"R$165.018,37"
"Nordeste";"PE";"2020";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PE";"2021";"FUNDEB - COUN";"R$0,00"
"Nordeste";"PE";"2021";"FUNDEB - COUN VAAF";"R$277.205.780,17"
"Nordeste";"PE";"2021";"FUNDEB - FPE";"R$587.521.555,86"
"Nordeste";"PE";"2021";"FUNDEB - FPM";"R$444.770.532,52"
"Nordeste";"PE";"2021";"FUNDEB - ICMS";"R$1.446.536.462,32"
"Nordeste";"PE";"2021";"FUNDEB - IPI-EXP";"R$5.438.046,40"
"Nordeste";"PE";"2021";"FUNDEB - IPVA";"R$96.214.477,04"
"Nordeste";"PE";"2021";"FUNDEB - ITCMD";"R$9.572.044,14"
"Nordeste";"PE";"2021";"FUNDEB - ITR";"R$276.212,50"
"Nordeste";"PE";"2021";"FUNDEB - LC 87";"R$0,00"
"Nordeste";"PE";"2022";"FUNDEB - AFE";"R$3.878.654,00"
"Nordeste";"PE";"2022";"FUNDEB - COUN VAAF";"R$311.771.824,52"
"Nordeste";"PE";"2022";"FUNDEB - FPE";"R$728.744.340,49"
"Nordeste";"PE";"2022";"FUNDEB - FPM";"R$541.359.589,32"
"Nordeste";"PE";"2022";"FUNDEB - ICMS";"R$1.464.539.463,75"
"Nordeste";"PE";"2022";"FUNDEB - IPI-EXP";"R$4.922.260,95"
"Nordeste";"PE";"2022";"FUNDEB - IPVA";"R$129.832.027,40"
"Nordeste";"PE";"2022";"FUNDEB - ITCMD";"R$13.430.041,17"
"Nordeste";"PE";"2022";"FUNDEB - ITR";"R$352.103,46"
"Nordeste";"PE";"2023";"FUNDEB - COUN VAAF";"R$413.252.192,56"
"Nordeste";"PE";"2023";"FUNDEB - COUN VAAR";"R$31.361.515,61"
"Nordeste";"PE";"2023";"FUNDEB - FPE";"R$757.402.790,36"
"Nordeste";"PE";"2023";"FUNDEB - FPM";"R$564.948.186,23"
"Nordeste";"PE";"2023";"FUNDEB - ICMS";"R$1.531.101.954,02"
"Nordeste";"PE";"2023";"FUNDEB - IPI-EXP";"R$4.939.057,71"
"Nordeste";"PE";"2023";"FUNDEB - IPVA";"R$151.339.272,35"
"Nordeste";"PE";"2023";"FUNDEB - ITCMD";"R$14.468.537,85"
"Nordeste";"PE";"2023";"FUNDEB - ITR";"R$343.943,49"
"Nordeste";"PE";"2024";"FUNDEB - COUN VAAF";"R$351.127.043,44"
"Nordeste";"PE";"2024";"FUNDEB - COUN VAAR";"R$59.392.953,42"
"Nordeste";"PE";"2024";"FUNDEB - FPE";"R$884.449.616,73"
"Nordeste";"PE";"2024";"FUNDEB - FPM";"R$660.946.432,12"
"Nordeste";"PE";"2024";"FUNDEB - ICMS";"R$1.812.865.858,82"
"Nordeste";"PE";"2024";"FUNDEB - IPI-EXP";"R$6.705.494,15"
"Nordeste";"PE";"2024";"FUNDEB - IPVA";"R$124.251.491,55"
"Nordeste";"PE";"2024";"FUNDEB - ITCMD";"R$21.058.089,77"
"Nordeste";"PE";"2024";"FUNDEB - ITR";"R$424.823,40"
"Nordeste";"PE";"2025";"FUNDEB - COUN VAAF";"R$386.527.501,72"
"Nordeste";"PE";"2025";"FUNDEB - COUN VAAR";"R$23.937.008,29"
"Nordeste";"PE";"2025";"FUNDEB - FPE";"R$993.027.948,56"
"Nordeste";"PE";"2025";"FUNDEB - FPM";"R$745.494.631,47"
"Nordeste";"PE";"2025";"FUNDEB - FUNDEB - FTI";"R$35.158.162,08"
"Nordeste";"PE";"2025";"FUNDEB - ICMS";"R$1.927.636.869,81"
"Nordeste";"PE";"2025";"FUNDEB - IPI-EXP";"R$5.567.086,49"
"Nordeste";"PE";"2025";"FUNDEB - IPVA";"R$138.594.995,27"
"Nordeste";"PE";"2025";"FUNDEB - ITCMD";"R$12.907.412,33"
"Nordeste";"PE";"2025";"FUNDEB - ITR";"R$349.879,12"
"Nordeste";"PE";"2026";"FUNDEB - COUN VAAF";"R$204.628.228,82"
"Nordeste";"PE";"2026";"FUNDEB - COUN VAAR";"R$184.806.499,69"
"Nordeste";"PE";"2026";"FUNDEB - COUN VAAT";"R$0,00"
"Nordeste";"PE";"2026";"FUNDEB - FPE";"R$677.905.651,41"
"Nordeste";"PE";"2026";"FUNDEB - FPM";"R$521.309.362,22"
"Nordeste";"PE";"2026";"FUNDEB - FUNDEB - FTI";"R$6.204.381,54"
"Nordeste";"PE";"2026";"FUNDEB - ICMS";"R$1.255.216.194,04"
"Nordeste";"PE";"2026";"FUNDEB - IPI-EXP";"R$4.770.556,41"
"Nordeste";"PE";"2026";"FUNDEB - IPVA";"R$123.590.791,00"
"Nordeste";"PE";"2026";"FUNDEB - ITCMD";"R$17.477.004,31"
"Nordeste";"PE";"2026";"FUNDEB - ITR";"R$66.551,66"
"Nordeste";"PI";"2016";"FUNDEB - COUN";"R$165.166.403,97"
"Nordeste";"PI";"2016";"FUNDEB - FPE";"R$220.515.203,65"
"Nordeste";"PI";"2016";"FUNDEB - FPM";"R$141.744.407,72"
"Nordeste";"PI";"2016";"FUNDEB - ICMS";"R$197.181.708,44"
"Nordeste";"PI";"2016";"FUNDEB - IPI-EXP";"R$58.855,05"
"Nordeste";"PI";"2016";"FUNDEB - IPVA";"R$14.934.285,76"
"Nordeste";"PI";"2016";"FUNDEB - ITCMD";"R$848.818,29"
"Nordeste";"PI";"2016";"FUNDEB - ITR";"R$434.049,01"
"Nordeste";"PI";"2016";"FUNDEB - LC 87";"R$343.807,88"
"Nordeste";"PI";"2017";"FUNDEB - COUN";"R$212.407.387,14"
"Nordeste";"PI";"2017";"FUNDEB - FPE";"R$237.978.539,88"
"Nordeste";"PI";"2017";"FUNDEB - FPM";"R$153.450.661,49"
"Nordeste";"PI";"2017";"FUNDEB - ICMS";"R$233.091.622,39"
"Nordeste";"PI";"2017";"FUNDEB - IPI-EXP";"R$80.716,50"
"Nordeste";"PI";"2017";"FUNDEB - IPVA";"R$17.992.846,24"
"Nordeste";"PI";"2017";"FUNDEB - ITCMD";"R$937.180,54"
"Nordeste";"PI";"2017";"FUNDEB - ITR";"R$469.798,60"
"Nordeste";"PI";"2017";"FUNDEB - LC 87";"R$389.268,84"
"Nordeste";"PI";"2018";"FUNDEB - COUN";"R$247.725.855,48"
